Name_domain,Product_name,Region,Country,Average_rating,Number_of_rates,Price,Type
Domaine Prieuré Roch,Rouge 2020,Coteaux Bourguignons,France,3.8,253,281.0,Red
Castello di Ama,L'Apparita 2019,Toscana,Italy,4.5,28,281.6,Red
Clos Frantin,Clos de Vougeot Grand Cru 2019,Clos Vougeot Grand Cru,France,4.3,476,281.6,Red
Michel Noëllat,Clos de Vougeot Grand Cru 2019,Clos Vougeot Grand Cru,France,4.4,296,281.6,Red
Domaine Bertagna,Clos Saint Denis Grand Cru 2021,Clos Saint-Denis Grand Cru,France,4.4,502,282.7,Red
Tenuta Il Poggione,Brunello di Montalcino 2009,Brunello di Montalcino,Italy,4.2,2870,282.7,Red
Château la Négly,Clos des Truffiers Languedoc 2016,Languedoc,France,4.5,58,283.5,Red
Peyre Rose,Clos Syrah Léone 2006,Languedoc,France,4.4,342,284.0,Red
Henri Rebourseau,Charmes-Chambertin Grand Cru 2017,Charmes-Chambertin Grand Cru,France,4.4,561,284.77,Red
Château La Fleur-Pétrus,Pomerol 2015,Pomerol,France,4.5,381,285.0,Red
Cos d'Estournel,Cos d'Estournel 2000,Saint-Estèphe,France,4.5,2053,285.0,Red
Château Latour,Les Forts de Latour Pauillac 2016,Pauillac,France,4.4,152,285.0,Red
Domaine Nicole Lamarche (François Lamarche),Clos de Vougeot Grand Cru 2019,Clos Vougeot Grand Cru,France,4.3,1065,285.0,Red
Cos d'Estournel,Saint-Estephe 2000,Saint-Estèphe,France,4.3,74,285.0,Red
Ferrari,'Giulio Ferrari' Riserva del Fondatore 2010,Trento,Italy,4.6,164,285.2,Sparkling
ARPEPE,Sassella Nuova Regina Riserva 2009,Valtellina Superiore,Italy,4.4,220,285.2,Red
Domaine Ponsot,Morey-Saint-Denis Premier Cru Cuvée des Alouettes 2017,Morey-Saint-Denis Premier Cru,France,4.3,96,285.2,Red
PAITIN,Barbaresco Sori' Paitin Vecchie Vigne Riserva 2016,Barbaresco,Italy,4.3,30,285.2,Red
Emmanuel Rouget,Savigny Les Beaune 2019,Savigny-lès-Beaune,France,4.1,187,285.2,Red
Leonetti,Reserve 2000,Walla Walla Valley,United States,4.6,1199,285.2,Red
Antinori,Tenuta Guado al Tasso Bolgheri Superiore 1997,Bolgheri Superiore,Italy,4.5,419,285.2,Red
Emidio Pepe,Trebbiano d'Abruzzo 2010,Trebbiano d'Abruzzo,Italy,4.0,259,285.2,White
Pian dell'Orino,Bassolino di Sopra Brunello di Montalcino 2012,Brunello di Montalcino,Italy,4.6,58,285.2,Red
Borgogno,Barolo Riserva 1971,Barolo,Italy,3.9,160,285.2,Red
Dal Forno Romano,Nettare Veneto Bianco 1994,Veneto,Italy,4.6,89,285.2,White
Biondi-Santi,Brunello di Montalcino 1980,Brunello di Montalcino,Italy,4.3,51,285.2,Red
Dal Forno Romano,Nettare Veneto Bianco 1988,Veneto,Italy,4.6,89,285.2,White
Pierre-Yves Colin-Morey,Saint-Aubin Premier Cru Les Champlots 2016,Saint-Aubin Premier Cru,France,4.4,59,285.2,White
Valentini,Trebbiano d'Abruzzo 2015,Trebbiano d'Abruzzo,Italy,4.5,815,285.2,White
Egon Müller - Scharzhof,Riesling 'Le Gallais' Wiltinger Braune Kupp Spätlese 2020,Wiltingen,Germany,4.3,70,285.2,White
Gravner,Breg Bianco 2001,Venezia Giulia,Italy,4.1,87,285.2,White
Petrolo,Galatrona 2007,Toscana,Italy,4.5,444,285.2,Red
Château Belair-Monange,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,Saint-Émilion Grand Cru,France,4.3,84,285.2,Red
Comtesse Bernard de Chérisey,La Genelotte Blagny 1er Cru 2019,Blagny Premier Cru,France,4.3,167,285.2,Red
Domaine Jamet,Côte-Rôtie 2019,Côte-Rôtie,France,4.4,115,285.3,Red
Leclerc Briant,Abyss Brut Zero Champagne 2017,Champagne,France,4.5,97,285.88,Sparkling
E. Guigal,Ermitage Ex-Voto 2019,Hermitage,France,4.4,1854,285.9,Red
E. Guigal,Ermitage Ex-Voto 2018,Hermitage,France,4.4,1854,285.9,Red
Ceretto,Barolo Bricco Rocche 2006,Barolo,Italy,4.5,346,286.0,Red
Domaine Taupenot-Merme,Charmes Chambertin Grand Cru 2018,Charmes-Chambertin Grand Cru,France,4.4,1033,286.08,Red
Michel Noëllat,Les Boudots Nuits-Saint-Georges 1er Cru 2017,Nuits-Saint-Georges 1er Cru 'Aux Boudots',France,4.4,31,286.2,Red
Brigaldara,Amarone della Valpolicella Riserva 2012,Amarone della Valpolicella,Italy,4.0,71,287.48,Red
Chanson,Charmes-Chambertin Grand Cru 2018,Charmes-Chambertin Grand Cru,France,4.4,273,287.98,Red
Château La Fleur-Pétrus,Pomerol 2012,Pomerol,France,4.5,506,288.0,Red
Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves) 2008,Pessac-Léognan,France,4.5,609,288.0,Red
Domaine Jean-Louis Chave,L'Hermitage Blanc 2011,Hermitage,France,4.5,141,288.0,White
Joseph Drouhin,Charmes-Chambertin Grand Cru 2020,Charmes-Chambertin Grand Cru,France,4.3,707,288.0,Red
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2016,Pauillac,France,4.5,415,288.5,Red
Domaine Ponsot,Corton Grand Cru Cuvée du Bourdon 2020,Corton Grand Cru,France,4.2,263,288.9,Red
Domaine Philippe Pernot-Belicard,Meursault Premier Cru 'Perrières' 2019,Meursault 1er Cru 'Perrières',France,4.4,91,289.0,White
Bodega Contador (Benjamín Romeo),Contador Rioja 2015,Rioja,Spain,4.7,187,289.0,Red
Roberto Voerzio,La Serra Barolo 2014,Barolo,Italy,4.2,49,289.0,Red
Domaine Pierre Amiot et Fils,Clos de la Roche Grand Cru 2020,Clos de la Roche Grand Cru,France,4.3,973,289.0,Red
Roberto Voerzio,Cerequio Barolo 2012,Barolo,Italy,4.4,105,289.0,Red
Domaine Marquis d'Angerville,Volnay 1er Cru 'Clos des Ducs' Monopole 2018,Volnay 1er Cru 'Clos des Ducs',France,4.4,37,289.0,Red
Domaine Henri Gouges,Les Saint Georges Nuits-Saint-Georges 1er Cru 2005,Nuits-Saint-Georges Premier Cru,France,4.2,726,289.0,Red
Parusso,Barolo Bussia Riserva 2006,Barolo,Italy,4.4,100,289.3,Red
Domaine Bertagna,Corton-Charlemagne Grand Cru 2021,Corton-Charlemagne Grand Cru,France,4.3,245,289.7,White
Comm. G.B. Burlotto,Barolo Acclivi 2018,Barolo,Italy,4.2,130,289.85,Red
Louis Latour,Chambertin Grand Cru Cuvée Héritiers Latour 1988,Chambertin Grand Cru,France,4.3,794,289.95,Red
Perrier-Jouët,Belle Epoque Brut Champagne 1983,Champagne,France,4.3,87,289.95,Sparkling
Château Tertre Roteboeuf,Saint-Émilion Grand Cru 1995,Saint-Émilion Grand Cru,France,4.5,239,289.95,Red
Damijan Podversic,Ribolla Gialla 2010,Venezia Giulia,Italy,4.1,224,289.98,White
Bruno Giacosa,Falletto Barolo 2012,Barolo,Italy,4.4,329,289.98,Red
Tua Rita,Redigaffi Toscana 2019,Toscana,Italy,4.5,221,289.98,Red
E. Guigal,Côte-Rôtie La Mouline 2014,Côte-Rôtie,France,4.6,105,290.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2019,Pauillac,France,4.5,110,290.0,Red
Château Latour,Les Forts de Latour Pauillac 2008,Pauillac,France,4.4,659,290.0,Red
Château Margaux,Pavillon Rouge du Château Margaux 2016,Margaux,France,4.5,341,290.0,Red
Chateau Palmer,Grand Vin de Château Palmer (Grand Cru Classé) 2019,Margaux,France,4.5,90,290.0,Red
Pio Cesare,Barolo 1976,Barolo,Italy,4.2,23767,290.0,Red
Bibi Graetz,Colore Toscana 2003,Toscana,Italy,4.4,1526,290.0,Red
Château Latour,Les Forts de Latour Pauillac 2017,Pauillac,France,4.4,31,290.0,Red
Bibi Graetz,Colore Toscana 2008,Toscana,Italy,4.5,90,290.0,Red
Ridge Vineyards,Monte Bello 2018,Santa Cruz Mountains,United States,4.6,293,290.0,Red
E. Guigal,Côte-Rôtie La Landonne 2013,Côte-Rôtie,France,4.6,130,290.0,Red
Château Trotanoy,Pomerol 2017,Pomerol,France,4.5,62,290.0,Red
Château Trotanoy,Pomerol 1983,Pomerol,France,4.2,109,290.0,Red
Château l'Eglise-Clinet,Pomerol 2008,Pomerol,France,4.2,156,290.0,Red
Château Margaux,Pavillon Blanc du Château Margaux 2008,Bordeaux,France,4.2,233,290.0,White
Château Margaux,Pavillon Rouge du Château Margaux 2007,Margaux,France,4.3,479,290.0,Red
E. Guigal,Côte-Rôtie La Mouline 2013,Côte-Rôtie,France,4.4,173,290.0,Red
Antinori,Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 1993,Chianti Classico,Italy,4.2,49171,290.0,Red
Domaine Nicole Lamarche (François Lamarche),Échézeaux Grand Cru 2018,Échezeaux Grand Cru,France,4.4,62,290.0,Red
Vieux Château Certan,Pomerol 2008,Pomerol,France,4.3,503,290.0,Red
Domaine Nicole Lamarche (François Lamarche),Clos de Vougeot Grand Cru 2020,Clos Vougeot Grand Cru,France,4.3,1065,290.0,Red
Zýmē,Harlequin 2016,Veneto,Italy,4.7,1321,290.0,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2011,Saint-Julien,France,4.3,413,290.0,Red
E. Guigal,Ermitage Ex-Voto 2012,Hermitage,France,4.5,234,291.0,Red
Boroli,Villero Barolo 2000,Barolo,Italy,4.1,912,291.5,Red
Domaine Yves Gangloff,Condrieu 2020,Condrieu,France,4.5,113,292.0,White
Castello dei Rampolla,d'Alceo 2013,Toscana,Italy,4.3,127,292.6,Red
J. Hofstätter,Barthenau Vigna S. Urbano 2000,Trentino-Alto Adige,Italy,4.3,43,292.6,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2012,Saint-Julien,France,4.3,522,293.76,Red
Henri Giraud,MV Rosé,Champagne Grand Cru 'Aÿ',France,4.5,605,293.78,Sparkling
Claude Dugat,Gevrey-Chambertin 1er Cru 'Lavaux St Jacques' 2021,Gevrey-Chambertin 1er Cru 'Lavaux Saint-Jacques',France,4.2,263,294.0,Red
Cos d'Estournel,Saint-Estephe 2020,Saint-Estèphe,France,4.3,74,294.0,Red
Thierry Allemand,Cornas 'Les Chaillot' 2019,Cornas,France,4.4,1567,294.0,Red
Castello dei Rampolla,d'Alceo 2001,Toscana,Italy,4.5,147,294.8,Red
Château Latour,Les Forts de Latour Pauillac 2009,Pauillac,France,4.5,777,295.0,Red
Domaine Marquis d'Angerville,Volnay 1er Cru 'Clos des Ducs' Monopole 2017,Volnay 1er Cru 'Clos des Ducs',France,4.5,72,295.0,Red
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2010,Pauillac,France,4.5,1383,295.0,Red
Pol Roger,Sir Winston Churchill Brut Champagne 2015,Champagne,France,4.5,178,295.0,Sparkling
Château Haut-Bailly,Château Haut-Bailly (Cru Classé de Graves) 2009,Pessac-Léognan,France,4.5,688,295.0,Red
Cos d'Estournel,Cos d'Estournel 2003,Saint-Estèphe,France,4.5,1685,295.0,Red
E. Guigal,Côte-Rôtie La Turque 2014,Côte-Rôtie,France,4.6,134,295.0,Red
Château La Fleur-Pétrus,Pomerol 2011,Pomerol,France,4.5,775,295.0,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2014,Saint-Julien,France,4.4,326,295.0,Red
Domaine du Clos des Fées,La Petite Siberie 2008,Côtes du Roussillon Villages,France,4.4,57,295.0,Red
Robert Groffier,Les Sentiers Chambolle-Musigny 1er Cru 2015,Chambolle-Musigny 1er Cru 'Les Sentiers',France,4.5,75,295.0,Red
Louis Roederer,Cristal Brut Champagne (Millésimé) 2014,Champagne,France,4.6,1455,295.0,Sparkling
Domaine Gros Frère et Soeur,Vosne-Romanée 1er Cru 'Les Chaumes' 2017,Vosne-Romanée 1er Cru 'Les Chaumes',France,4.2,136,295.55,Red
Giovanni Canonica,Barolo Paiagallo 2012,Barolo,Italy,4.3,209,295.55,Red
Louis Roederer,Camille Hommage Blanc 2018,Coteaux Champenois,France,4.2,33,295.55,White
Emidio Pepe,Montepulciano d'Abruzzo 2010,Montepulciano d'Abruzzo,Italy,4.3,714,295.55,Red
Hudelot-Noëllat,Nuits-Saint-Georges 1er Cru 'Les Murgers' 2018,Nuits-Saint-Georges 1er Cru 'Aux Murgers',France,4.2,784,295.55,Red
Vietti,Barolo Ravera 2015,Barolo,Italy,4.4,137,295.55,Red
Vietti,Barolo Lazzarito 2013,Barolo,Italy,4.2,144,295.55,Red
Frescobaldi,Gorgona Rosso 2019,Costa Toscana,Italy,4.4,127,295.55,Red
Frescobaldi,Gorgona Rosso 2016,Costa Toscana,Italy,4.4,127,295.55,Red
Mastrojanni,Vigna Schiena d'Asino Brunello di Montalcino 2015,Brunello di Montalcino,Italy,4.4,93,295.55,Red
Bruno Giacosa,Falletto Barolo Le Rocche del Falletto 2015,Barolo,Italy,4.5,130,295.55,Red
J. Hofstätter,Roccolo Ludwig Barth von Barthenau 2015,Südtirol - Alto Adige,Italy,4.6,25,295.55,Red
Domaine Trapet,Latricières-Chambertin Grand Cru 2018,Latricières-Chambertin Grand Cru,France,4.4,1298,295.9,Red
Domaine Trapet,Latricières-Chambertin Grand Cru 2017,Latricières-Chambertin Grand Cru,France,4.4,1298,295.9,Red
Didier Dagueneau (Louis-Benjamin Dagueneau),Pur Sang 2007,Pouilly-Fumé,France,4.4,97,295.95,White
Tua Rita,Per Sempre Syrah Toscana 2012,Toscana,Italy,4.5,83,296.98,Red
Jean-Claude Ramonet,Saint-Aubin Premier Cru 'Les Murgers des Dents de Chien' 2015,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',France,4.2,95,297.0,White
Château Margaux,Pavillon Rouge du Château Margaux 2018,Margaux,France,4.5,134,297.0,Red
Domaine Bernard-Bonin,Initiales B.B. Bourgogne 2020,Bourgogne,France,4.4,28,297.0,White
Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2019,Saint-Julien,France,4.5,74,297.0,Red
Martinez Lacuesta,Rioja Reserva Especial 1922,Rioja Alta,Spain,4.4,57,297.0,Red
Château des Tours,Vacqueyras 2000,Vacqueyras,France,4.3,47,297.0,Red
Castello di Ama,Vigneto La Casuccia Chianti Classico Gran Selezione 2019,Chianti Classico,Italy,4.2,1122,297.0,Red
Vincent Dauvissat,Chablis 1er Cru 'Montée de Tonnerre' 2021,Chablis 1er Cru 'Montee de Tonnerre',France,4.3,102,297.0,White
E. Guigal,Côte-Rôtie La Landonne 2014,Côte-Rôtie,France,4.5,110,297.0,Red
Pio Cesare,Barolo 1986,Barolo,Italy,4.2,23767,298.0,Red
San Giusto a Rentennano,La Ricolma 2018,Toscana,Italy,4.4,49,298.1,Red
Château Batailley,Pauillac (Grand Cru Classé) 1969,Pauillac,France,4.2,28054,298.7,Red
Château l'Eglise-Clinet,Pomerol 2017,Pomerol,France,4.4,3606,298.9,Red
Château l'Évangile,Pomerol 1934,Pomerol,France,4.5,10029,299.95,Red
Veuve Clicquot,Vintage Rosé Brut Champagne 1966,Champagne,France,4.3,5835,299.95,Sparkling
Piper-Heidsieck,Brut Extra Champagne 1975,Champagne,France,4.0,535,299.95,Sparkling
Clos Rougeard,Saumur Champigny 2000,Saumur-Champigny,France,4.5,3634,299.95,Red
Didier Dagueneau (Louis-Benjamin Dagueneau),Buisson Renard 2009,Pouilly-Fumé,France,4.4,124,299.95,White
Dominique Laurent,Mazis-Chambertin Grand Cru 1996,Mazis-Chambertin Grand Cru,France,4.2,94,299.95,Red
E. Guigal,Côte-Rôtie La Mouline 2008,Côte-Rôtie,France,4.5,199,299.95,Red
Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1970,Saint-Émilion Grand Cru,France,4.5,95,299.95,Red
Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 1938,Saint-Estèphe,France,4.2,27981,299.95,Red
Château Figeac,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2020,Saint-Émilion Grand Cru,France,4.4,33,300.0,Red
Chateau Palmer,Grand Vin de Château Palmer (Grand Cru Classé) 2017,Margaux,France,4.5,215,300.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2013,Pauillac,France,4.3,268,300.0,Red
Chateau Palmer,Grand Vin de Château Palmer (Grand Cru Classé) 2011,Margaux,France,4.5,607,300.0,Red
Ornellaia,Bolgheri Superiore 2015,Bolgheri Superiore,Italy,4.6,2704,300.0,Red
Gérard Bertrand,Rivesaltes Legend Vintage 1955,Rivesaltes,France,4.5,331,300.0,Red
E. Guigal,Côte-Rôtie La Turque 2016,Côte-Rôtie,France,4.6,101,300.0,Red
La Spinetta,Vürsù Barolo Campè 2001,Barolo,Italy,4.3,416,300.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2018,Pauillac,France,4.5,69,300.0,Red
La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2015,Saint-Émilion Grand Cru,France,4.6,65,300.0,Red
Laurent-Perrier,Brut Millésimé Champagne 2000,Champagne,France,4.2,179,300.0,Sparkling
Château Margaux,Pavillon Blanc du Château Margaux 2017,Bordeaux,France,4.5,126,300.0,White
Château Figeac,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,Saint-Émilion Grand Cru,France,4.5,866,300.0,Red
Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2004,Saint-Émilion Grand Cru,France,4.2,351,300.0,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2003,Saint-Julien,France,4.4,1193,300.0,Red
Quilceda Creek,Cabernet Sauvignon 2020,Columbia Valley,United States,4.8,27,300.9,Red
Dunn,Cabernet Sauvignon 2018,Napa Valley,United States,4.3,100,300.9,Red
Château l'Évangile,Pomerol 2019,Pomerol,France,4.5,10029,300.9,Red
Gaja,Barbaresco 2020,Barbaresco,Italy,4.5,45,300.9,Red
Cloudburst,Cabernet Sauvignon 2019,Margaret River,Australia,4.3,135,300.9,Red
Dunn,Howell Mountain Cabernet Sauvignon 2017,Howell Mountain,United States,4.6,250,300.9,Red
Cos d'Estournel,Cos d'Estournel 2020,Saint-Estèphe,France,4.5,28,300.9,Red
Sine Qua Non,Distenta White 2019,California,United States,4.6,31,301.0,White
Domaine Jean-Louis Chave,Clos Florentin 2017,Saint-Joseph,France,4.5,142,301.0,Red
Louis Latour,Charmes-Chambertin Grand Cru 2016,Charmes-Chambertin Grand Cru,France,4.2,242,301.5,Red
L'Anglore - Eric Pfifferling,Tavel 2021,Tavel,France,4.2,106,301.6,Rose
Château Ducru-Beaucaillou,Croix de Beaucaillou Saint-Julien 2003,Saint-Julien,France,4.2,166,302.7,Red
Tenuta di Trinoro,Palazzi Rosso Toscana 2020,Toscana,Italy,4.4,27,303.03,Red
Michel Juillot,Corton-Charlemagne Grand Cru 2013,Corton-Charlemagne Grand Cru,France,4.8,37,303.9,White
Jim Barry,The Armagh Shiraz 2018,Clare Valley,Australia,4.5,2527,303.96,Red
Domaine Nicole Lamarche (François Lamarche),Vosne-Romanée 1989,Vosne-Romanée,France,4.1,283,304.0,Red
Domaine Jean-Louis Chave,L'Hermitage Blanc 2012,Hermitage,France,4.4,107,304.0,White
Callejo,Félix Callejo (Viñedos de la Familia) 2005,Ribera del Duero,Spain,4.5,217,304.48,Red
Terlan (Terlano),Tradition Pinot Bianco 2010,Südtirol - Alto Adige,Italy,3.3,27,304.75,White
Terlan (Terlano),Tradition Chardonnay 1998,Südtirol - Alto Adige,Italy,4.4,38,304.75,White
Leonetti,Reserve 2007,Walla Walla Valley,United States,4.6,59,304.75,Red
Domaine Jamet,Côte-Rôtie 2016,Côte-Rôtie,France,4.4,371,304.75,Red
Rocche dei Manzoni,Vigna Madonna Assunta La Villa Barolo Riserva 2006,Barolo,Italy,4.3,37,304.75,Red
Aldo Conterno,Barolo Bussia Romirasco 2018,Barolo,Italy,4.5,1582,304.75,Red
Canalicchio di Sopra,Brunello di Montalcino Riserva 2010,Brunello di Montalcino,Italy,4.5,142,304.75,Red
Frescobaldi,Gorgona 2017,Toscana,Italy,4.5,92,304.75,White
Maison Leroy,Bourgogne Blanc 2017,Bourgogne,France,4.2,219,304.75,White
Vietti,Barolo Brunate 2015,Barolo,Italy,4.3,74,304.75,Red
Vietti,Cerequio Barolo 2018,Barolo,Italy,4.3,44,304.75,Red
Fontodi,Flaccianello della Pieve 2010,Colli della Toscana Centrale,Italy,4.4,1420,304.75,Red
Conterno Fantino,Barolo Sorì Ginestra 2016,Barolo,Italy,4.5,221,304.75,Red
Siro Pacenti,Brunello di Montalcino Riserva 2015,Brunello di Montalcino,Italy,4.6,26,304.75,Red
Castello di Ama,Vigneto Bellavista Chianti Classico 2015,Chianti Classico,Italy,4.5,55,304.75,Red
Comm. G.B. Burlotto,Barolo Acclivi 2017,Barolo,Italy,4.4,145,304.75,Red
Gaja,Ca'Marcanda Bolgheri 2020,Bolgheri,Italy,4.3,30,304.75,Red
Frescobaldi,Gorgona Rosso 2015,Costa Toscana,Italy,4.4,127,304.75,Red
Vietti,Barolo Rocche di Castiglione 2011,Barolo,Italy,4.4,90,304.75,Red
Podere Forte,Petrucci Melo 2016,Orcia,Italy,4.5,45,304.75,Red
Le Mortelle,Ampio 2018,Toscana,Italy,4.6,77,304.75,Red
Hudelot-Noëllat,Nuits-Saint-Georges 1er Cru 'Les Murgers' 2016,Nuits-Saint-Georges 1er Cru 'Aux Murgers',France,4.1,35,304.75,Red
Leonetti,Reserve 2001,Walla Walla Valley,United States,4.6,1199,304.75,Red
Domaine Roulot,Bourgogne Rouge 2017,Bourgogne,France,3.8,51,304.75,Red
Château Cantenac Brown,Margaux (Grand Cru Classé) 1978,Margaux,France,3.9,60,304.75,Red
Aldo Conterno,Barolo Bussia Cicala 1996,Barolo,Italy,4.2,100,304.75,Red
Château de la Tour,Clos Vougeot Grand Cru 2003,Clos Vougeot Grand Cru,France,4.3,61,304.75,Red
Roagna,Pajè Barbaresco 2013,Barbaresco,Italy,4.5,255,304.75,Red
Continuum,Continuum Estate 2017,Oakville,United States,4.7,322,304.98,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 1988,Saint-Julien,France,4.5,828,305.0,Red
Laurent-Perrier,Brut Millésimé Champagne 1999,Champagne,France,4.2,181,305.0,Sparkling
Château Valandraud,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1995,Saint-Émilion Grand Cru,France,4.4,121,305.0,Red
Château La Conseillante,Pomerol 2015,Pomerol,France,4.4,299,305.0,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2002,Saint-Julien,France,4.3,557,305.1,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2006,Saint-Julien,France,4.5,997,305.1,Red
Château Margaux,Pavillon Rouge du Château Margaux 2005,Margaux,France,4.4,1197,305.1,Red
Château Margaux,Pavillon Rouge du Château Margaux 2003,Margaux,France,4.5,807,305.1,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2008,Saint-Julien,France,4.4,570,305.1,Red
Château Margaux,Pavillon Rouge du Château Margaux 2001,Margaux,France,4.4,587,305.1,Red
Domaine Taupenot-Merme,Mazoyères Chambertin Grand Cru 2017,Mazoyères-Chambertin Grand Cru,France,4.4,901,306.0,Red
Tedeschi,Amarone della Valpolicella Classico 1998,Amarone della Valpolicella Classico,Italy,4.1,3467,306.9,Red
Tenuta Argentiera,Giorgio Bartholomäus 2010,Bolgheri Superiore,Italy,4.4,111,306.9,Red
Château La Mission Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2004,Pessac-Léognan,France,4.2,80,307.0,White
Valentini,Montepulciano d'Abruzzo 2015,Montepulciano d'Abruzzo,Italy,4.4,149,307.78,Red
Château Margaux,Pavillon Rouge du Château Margaux 2008,Margaux,France,4.3,694,307.8,Red
Hubert Lamy,Vieilles Vignes Saint-Aubin 1er Cru 'Clos de la Chatenière' 2018,Saint-Aubin 1er Cru 'La Chatenière',France,4.4,138,308.0,White
Hubert Lamy,Les Tremblots Vieilles Vignes Puligny-Montrachet 2015,Puligny-Montrachet,France,4.2,127,308.0,White
Thierry Allemand,Cornas 'Les Chaillot' 2020,Cornas,France,4.4,1567,308.0,Red
Domaine Bertagna,Clos de Vougeot Grand Cru 2021,Clos Vougeot Grand Cru,France,4.3,255,308.0,Red
Louis Latour,Chambertin Grand Cru Cuvée Héritiers Latour 2016,Chambertin Grand Cru,France,4.3,794,308.8,Red
Domaine Long Depaquit,Chablis Grand Cru 'Moutonne' (Monopole) 2016,Chablis Grand Cru 'La Moutonne',France,4.3,68,309.6,White
De Venoge,Louis XV Brut Champagne 2012,Champagne,France,4.5,92,309.61,Sparkling
Ruinart,Dom Ruinart Blanc de Blancs Brut Champagne 1993,Champagne,France,4.5,204,310.0,Sparkling
Allegrini,Fieramonte Amarone della Valpolicella Riserva 2015,Amarone della Valpolicella,Italy,4.7,333,310.0,Red
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2015,Saint-Émilion Grand Cru,France,4.6,30,310.0,Red
Michel & Stéphane Ogier,La Belle Hélène Côte-Rôtie 2012,Côte-Rôtie,France,4.2,29,310.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2014,Pauillac,France,4.4,436,310.0,Red
Laurent-Perrier,Brut Millésimé Champagne 1997,Champagne,France,4.3,102,310.0,Sparkling
Château de la Tour,Vieilles Vignes Clos Vougeot Grand Cru 2019,Clos Vougeot Grand Cru,France,4.3,1018,310.0,Red
Clos Rougeard,Les Poyeux Saumur Champigny 2017,Saumur-Champigny,France,4.5,2071,311.0,Red
Graci,Arcurìa Sopra il Pozzo Etna Rosso 2015,Etna,Italy,4.3,38,311.78,Red
Château La Fleur-Pétrus,Pomerol 2018,Pomerol,France,4.5,189,312.0,Red
Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2004,Saint-Émilion Grand Cru,France,4.5,675,312.0,Red
David Duband,Echezeaux Grand Cru 2003,Échezeaux Grand Cru,France,4.3,538,312.4,Red
Domaine Jean-Louis Chave,L'Hermitage Blanc 2010,Hermitage,France,4.4,75,313.0,White
Thierry Allemand,Cornas 'Les Chaillot' 2016,Cornas,France,4.6,35,313.0,Red
Domaine de Trévallon,Alpilles Rouge 2017,Alpilles,France,4.3,304,313.0,Red
Clos Rougeard,Les Poyeux Saumur Champigny 2011,Saumur-Champigny,France,4.6,320,313.0,Red
Domaine Henri Gouges,Les Saint Georges Nuits-Saint-Georges 1er Cru 2004,Nuits-Saint-Georges Premier Cru,France,4.2,32,313.0,Red
Château La Mission Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1998,Pessac-Léognan,France,4.0,35,313.0,White
La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru,France,4.4,69,315.0,Red
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2016,Saint-Émilion Grand Cru,France,4.4,618,315.0,Red
Ulysses,Ulysses 2018,Napa Valley,United States,4.4,106,315.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2015,Pauillac,France,4.5,422,315.0,Red
Château Pontet-Canet,Pauillac (Grand Cru Classé) 2009,Pauillac,France,4.7,3394,315.0,Red
Rocche dei Manzoni,Vigna Madonna Assunta La Villa Barolo Riserva 2007,Barolo,Italy,4.5,70,315.1,Red
Brovia,Brea Vigna Ca'Mia Barolo 2015,Barolo,Italy,4.4,108,315.1,Red
